_c$ 2
_c- 1
_ca 157
_ce 20
_ch 109
_ci 35
_cl 58
_co 480
_cr 76
_ct 1
_cu 41
_cz 5
_d. 2
_da 47
_de 172
_di 110
_do 91
_dr 32
_du 23
_dy 1
_e. 1
_ea 52
_ec 29
_ed 40
_ef 9
_ei 3
_el 28
_em 7
_en 62
_eq 3
_er 6
_es 11
_eu 7
_ev 38
_ex 106
_ey 1
_f. 3
_fa 79
_fe 42
_fi 135
_fl 8
_fo 275
_fr 91
_fu 76
_ga 22
_ge 25
_gh 1
_gi 29
_gl 7
_go 67
_gr 70
_gu 9
_gy 1
_h. 1
_ha 229
_he 149
_hi 90
_ho 70
_hu 15
_hy 1
_i' 2
_i, 1
_i_ 10
_ib 2
_id 4
_if 16
_ii 9
_il 11
_im 40
_in 679
_io 1
_ir 1
_is 150
_it 175
_ix 1
_j. 3
_ja 81
_je 7
_jo 33
_jr 2
_ju 29
_ka 9
_ke 17
_ki 19
_kn 10
_ko 21
_ku 1
_l. 1
_la 103
_le 65
_li 59
_lo 64
_lt 11
_lu 7
_ly 2
_m. 2
_ma 269
_mc 8
_me 63
_mi 94
_mo 159
_mr 126
_ms 1
_mu 31
_my 5
_n. 6
_na 45
_ne 173
_ni 11
_no 116
_nu 18
_o. 1
_ob 7
_oc 19
_od 1
_of 553
_oh 1
_oi 3
_ok 1
_ol 11
_on 145
_op 25
_or 65
_ot 33
_ou 35
_ov 24
_ow 19
_p. 2
_pa 112
_pc 9
_pe 49
_ph 15
_pi 15
_pl 61
_po 85
_pr 257
_ps 8
_pt 2
_pu 55
_qu 25
_r. 6
_ra 73
_rb 1
_re 305
_ri 41
_ro 38
_ru 18
_s. 2
_sa 253
_sc 83
_se 161
_sh 146
_si 59
_sk 8
_sl 15
_sm 17
_sn 2
_so 141
_sp 78
_sq 2
_st 227
_su 81
_sw 5
_sy 15
_t- 1
_t. 1
_ta 60
_te 131
_th 1415
_ti 41
_to 463
_tr 98
_tu 18
_tv 3
_tw 30
_ty 10
_u. 74
_ul 1
_un 98
_up 33
_ur 2
_us 36
_ut 4
_va 15
_ve 17
_vi 51
_vo 11
_w. 3
_wa 201
_we 84
_wh 140
_wi 185
_wo 106
_wr 9
_ya 1
_ye 145
_yi 16
_yo 31
_za 1
_ze 1
_zo 2
_zu 1
_{_ 2
_}_ 2
`_s 1
`_y 1
``a 14
``b 4
``c 13
``d 7
``e 3
``f 2
``g 3
``h 2
``i 20
``j 1
``k 1
``l 2
``m 3
``n 7
``o 6
``p 3
``r 2
``s 13
``t 26
``u 1
``v 1
``w 14
``y 5
`a_ 10
`an 2
`ar 2
`be 2
`bo 1
`bu 1
`c' 1
`ci 2
`cl 3
`co 3
`cr 3
`cu 1
`da 2
`de 3
`di 1
`do 1
`en 1
`ev 1
`ex 1
`fu 2
`ga 1
`ge 1
`gr 1
`ho 1
`hu 1
`i' 2
`i_ 5
`if 2
`im 1
`in 2
`it 8
`jo 1
`kn 1
`li 2
`ma 1
`mi 1
`my 1
`na 1
`no 6
`ol 1
`on 3
`ou 1
`ov 1
`pa 1
`pe 1
`pr 1
`r' 1
`re 1
`sh 5
`si 5
`so 1
`st 2
`te 4
`th 20
`to 2
`un 1
`ve 1
`wa 1
`we 6
`wh 6
`wi 1
`yo 5
a'' 4
a's 13
a), 1
a). 1
a,_ 31
a-f 1
a-s 1
a.' 1
a., 1
a._ 12
a:_ 2
a_$ 4
a_1 4
a_2 1
a_3 1
a_5 2
a_8 1
a_` 4
a_a 17
a_b 24
a_c 33
a_d 25
a_e 2
a_f 30
a_g 16
a_h 24
a_i 14
a_j 7
a_k 1
a_l 23
a_m 24
a_n 23
a_o 5
a_p 37
a_q 1
a_r 23
a_s 69
a_t 28
a_u 4
a_v 5
a_w 20
a_y 11
ab_ 1
aba 1
abb 1
abc 1
abe 3
abh 1
abi 9
abl 34
abo 66
abr 2
abs 1
abu 1
aby 3
ac_ 1
aca 4
acc 22
ace 41
ach 80
aci 7
ack 29
acl 1
acm 8
acq 6
acr 3
act 74
acu 1
acy 4
ad, 3
ad- 1
ad. 3
ad_ 69
ada 4
add 18
ade 71
adf 1
adi 21
adj 5
adl 1
adm 7
adn 2
ado 2
adr 1
ads 7
adu 4
adv 18
adw 1
ady 6
ae' 2
ae_ 1
ael 3
aer 2
afa 2
afe 1
aff 8
afr 2
aft 23
ag, 2
ag- 1
aga 14
age 98
agg 1
agh 1
agi 7
agn 11
ago 7
agr 9
agu 4
agy 2
ah_ 1
aha 1
ahe 2
aho 1
ai_ 2
aid 144
aif 1
aig 13
ail 24
aim 6
ain 61
aip 1
air 28
ais 8
ait 3
aiv 1
aiw 6
ajo 6
ak, 1
ak_ 2
aka 2
akd 1
ake 44
akf 1
aki 13
al' 1
al, 5
al- 9
al. 6
al_ 212
ala 16
alb 2
alc 7
ald 5
ale 32
alf 7
ali 38
alk 19
all 114
alm 6
alo 5
alp 4
alr 3
als 64
alt 30
alu 13
alv 1
alw 5
aly 11
am, 4
am. 5
am_ 15
ama 6
amb 4
ame 73
amf 1
ami 10
amm 1
amn 2
amo 13
amp 38
ams 4
amt 1
amu 3
an' 16
an, 24
an. 13
an/ 6
an? 1
an_ 264
ana 55
anc 58
and 430
ane 59
anf 3
ang 27
ani 37
ank 24
ann 36
ano 19
ans 34
ant 76
anu 16
anw 2
any 78
aot 1
ap_ 3
apa 80
ape 11
aph 4
api 9
apl 4
apo 10
app 43
apr 2
aps 4
apt 7
aq. 1
aqu 1
ar' 2
ar, 17
ar- 13
ar. 14
ar_ 62
ara 24
arb 3
arc 41
ard 78
are 150
arf 1
arg 66
ari 24
ark 33
arl 53
arm 13
arn 23
aro 21
arp 5
arr 22
ars 64
art 75
aru 1
arv 2
arw 1
ary 47
as, 1
as. 1
as_ 266
asa 3
asb 15
asd 1
ase 74
ash 16
asi 45
ask 9
asn 6
aso 6
asp 4
ass 61
ast 78
asu 10
asy 3
at' 5
at, 1
at. 2
at; 1
at_ 263
ata 4
atc 19
ate 209
ath 18
ati 207
atl 4
atm 6
ato 17
atr 2
ats 11
att 30
atu 15
atz 5
au. 1
au_ 1
aub 1
auc 3
aud 9
auf 1
aug 18
aul 9
aun 7
aur 4
aus 37
aut 14
ava 2
ave 89
avi 13
avo 4
avy 6
aw, 3
aw- 5
aw. 2
aw_ 16
awa 13
awd 1
awe 1
awf 1
awi 1
awk 1
awn 1
aws 2
awy 2
ax, 1
ax. 1
axa 2
axe 3
axw 3
ay' 9
ay, 13
ay- 8
ay. 12
ay_ 96
aya 1
aye 10
ayf 1
ayi 9
ayl 2
aym 5
ayo 4
ayr 1
ays 84
ayt 1
ayw 1
aza 1
azd 2
aze 1
azi 6
azo 1
b,_ 1
b._ 5
b_c 1
b_f 1
b_g 1
b_h 1
b_k 1
b_m 1
b_n 1
b_s 2
b_t 1
b_w 1
bab 9
bac 13
bad 3
bai 3
bak 3
bal 16
bam 2
ban 27
bar 12
bas 27
bat 6
bbe 2
bby 1
bc_ 1
bco 1
be_ 64
bea 6
bec 36
bed 5
bee 26
bef 18
beg 9
beh 6
bei 8
bel 17
ben 6
ber 79
bes 26
bet 17
bfo 1
bha 1
bia 4
bid 13
big 7
bil 53
bin 9
bis 1
bit 5
bje 2
bla 9
ble 57
bli 25
blo 4
blu 1
bly 10
bm, 1
bm_ 1
bni 1
boa 17
bob 2
boc 2
bod 7
boe 2
bol 6
bon 14
boo 21
bor 20
bos 3
bot 12
bou 51
bov 2
bow 4
box 1
boy 2
bra 11
bre 8
bri 14
bro 14
bru 3
bs. 1
bs_ 3
bsc 2
bse 2
bsi 1
bso 1
bst 5
bt, 3
bt. 1
bt_ 10
bta 1
bts 5
buc 1
bud 1
buf 1
bug 1
bui 15
bul 3
bun 1
buq 2
bur 8
bus 19
but 65
buy 7
by' 1
by, 1
by_ 106
byi 1
byr 2
c$_ 2
c'm 1
c,_ 6
c-9 1
c-u 1
c.' 4
c., 7
c._ 9
c_a 7
c_b 3
c_c 7
c_d 4
c_e 3
c_f 1
c_g 1
c_h 3
c_i 3
c_k 1
c_l 2
c_m 2
c_n 1
c_o 1
c_p 2
c_r 3
c_s 15
c_t 2
c_u 2
c_v 1
ca_ 4
cab 2
cad 12
cag 1
cal 64
cam 28
can 66
cap 15
car 38
cas 24
cat 39
cau 29
cca 2
cce 9
cci 1
cco 13
ccr 1
ccu 6
cde 1
ce, 12
ce. 14
ce? 1
ce_ 146
ced 24
cee 7
cei 8
cel 5
cem 2
cen 37
ceo 1
cep 4
cer 41
ces 44
cet 2
ceu 4
cgr 8
ch' 2
ch, 5
ch- 1
ch. 9
ch_ 116
cha 90
che 79
chi 59
chn 5
cho 62
chr 7
chs 3
chy 3
cia 60
cid 16
cie 9
cif 5
cig 10
cil 2
cin 12
cio 2
cip 10
cir 10
cis 8
cit 25
civ 2
ciz 2
ck, 5
ck- 1
ck. 1
ck? 1
ck_ 33
ckb 1
cke 12
ckf 1
ckh 2
cki 1
ckl 7
ckn 1
cks 11
cky 2
cla 28
cle 15
cli 20
clo 21
clu 26
cly 3
cmi 8
co- 1
co. 16
co_ 5
coa 6
coc 3
cod 1
cog 7
coh 1
coi 1
col 27
com 205
con 160
coo 3
cop 10
cor 59
cos 10
cot 6
cou 93
cov 4
cow 3
cox 1
cqu 6
cra 54
cre 44
cri 18
cro 10
cru 6
cs) 1
cs, 3
cs. 1
cs_ 14
ct, 4
ct- 1
ct. 7
ct_ 32
ctb 1
cte 25
cti 75
ctl 1
cto 59
ctr 14
cts 26
ctu 27
cui 1
cul 24
cum 5
cur 49
cus 10
cut 36
cy' 1
cy, 1
cy_ 16
cze 5
d'' 3
d's 4
d*_ 1
d,' 4
d,_ 56
d-1 1
d-a 1
d-c 1
d-d 2
d-e 4
d-f 1
d-h 1
d-l 1
d-n 1
d-o 1
d-r 2
d-s 2
d-w 5
d.' 2
d., 4
d._ 89
d;_ 2
d?' 1
d_$ 11
d_- 4
d_0 1
d_1 8
d_2 4
d_4 1
d_5 1
d_8 1
d_` 5
d_a 144
d_b 79
d_c 59
d_d 50
d_e 35
d_f 62
d_g 22
d_h 55
d_i 127
d_j 12
d_k 5
d_l 25
d_m 65
d_n 35
d_o 75
d_p 52
d_q 2
d_r 41
d_s 95
d_t 258
d_u 27
d_v 4
d_w 60
d_y 13
da' 2
da, 3
da_ 3
dab 1
dai 3
dal 1
dam 13
dan 8
dap 1
daq 1
dar 15
das 1
dat 11
dav 8
daw 1
day 40
dbe 1
dbo 1
dd_ 2
dde 7
ddi 14
ddr 2
de' 1
de, 7
de. 7
de_ 63
dea 16
deb 20
dec 39
ded 43
dee 3
def 12
deg 3
del 5
dem 16
den 95
deo 3
dep 26
deq 3
der 112
des 45
det 8
dev 15
dew 4
dex 4
dfu 1
dge 13
dgi 2
dgl 1
di_ 3
dia 16
dib 1
dic 11
did 23
die 13
dif 11
dil 1
din 109
dio 4
dip 2
dir 17
dis 60
dit 27
diu 2
div 11
diz 9
dju 5
dle 3
dli 1
dly 5
dma 4
dmi 7
dn' 15
dna 2
dne 1
dni 1
dnu 1
do_ 8
doa 1
dob 1
doc 5
dod 4
doe 10
dog 1
doi 5
dol 19
dom 9
don 17
dor 5
dou 8
dow 27
doz 1
dr. 4
dra 8
dre 11
dri 9
dro 8
drs 1
dry 4
ds' 3
ds, 11
ds. 9
ds; 1
ds? 1
ds_ 93
dsl 1
dso 1
dst 1
dt, 1
du_ 1
dua 6
duc 65
due 1
dul 3
dum 4
dup 1
dur 12
dus 18
dut 7
dva 3
dve 12
dvi 3
dwa 4
dwo 4
dy, 1
dy. 1
dy; 1
dy_ 16
dyi 1
dyn 1
e'' 8
e'r 2
e's 21
e'v 1
e,' 11
e,_ 96
e-1 2
e-b 6
e-c 2
e-d 1
e-f 1
e-g 1
e-h 3
e-j 1
e-l 4
e-o 1
e-p 1
e-s 2
e-t 1
e-u 1
e-v 1
e.' 11
e.. 1
e._ 77
e:_ 3
e;_ 2
e?_ 1
e_$ 12
e_& 1
e_( 1
e_- 8
e_0 2
e_1 16
e_2 1
e_3 4
e_4 8
e_5 2
e_6 1
e_7 2
e_8 2
e_` 14
e_a 212
e_b 100
e_c 215
e_d 96
e_e 69
e_f 123
e_g 47
e_h 82
e_i 153
e_j 24
e_k 11
e_l 57
e_m 122
e_n 78
e_o 149
e_p 154
e_q 7
e_r 97
e_s 214
e_t 259
e_u 62
e_v 23
e_w 117
e_y 21
e_z 1
ea' 2
ea, 7
ea. 2
ea_ 14
eab 1
eac 48
ead 37
eag 6
eah 1
eak 3
eal 38
eam 10
ean 15
eap 2
ear 248
eas 83
eat 54
eau 2
eav 12
eaw 1
eb. 1
eba 3
ebe 2
ebo 1
ebr 4
ebt 18
eby 1
ec. 1
ec_ 2
eca 39
ecc 2
ece 31
ech 13
eci 28
eck 1
ecl 18
eco 58
ecr 7
ecs 1
ect 106
ecu 48
ed, 13
ed- 8
ed. 30
ed; 1
ed_ 609
edd 2
ede 16
edg 2
edi 45
edl 3
edn 1
edo 1
eds 4
edu 26
edw 2
ee, 2
ee- 1
ee. 2
ee_ 36
eea 1
eec 2
eed 22
eei 1
eek 34
eel 7
eem 14
een 55
eep 13
eer 11
ees 5
eet 29
eez 1
ef. 1
ef_ 12
efa 3
efe 11
eff 10
efi 6
efl 4
efo 25
efr 2
efs 2
eft 4
efu 14
ega 20
ege 10
egi 27
ego 6
egr 10
egu 7
eha 3
ehe 5
ehi 3
ehm 1
eho 3
ei' 1
ei. 1
eig 19
eij 1
eil 4
ein 17
eip 2
eir 39
eit 5
eiv 3
eiz 2
eje 1
ek' 4
ek, 7
ek_ 13
eke 2
eki 4
ekl 3
eks 2
el' 2
el, 3
el. 3
el_ 18
ela 17
elc 2
eld 35
ele 36
elf 4
eli 22
ell 54
elo 19
elp 14
els 15
elt 1
elu 1
elv 6
ely 26
em, 3
em. 3
em_ 20
ema 24
emb 34
eme 41
emi 14
emn 1
emo 13
emp 15
ems 15
en' 8
en, 17
en- 6
en. 5
en_ 122
ena 8
enc 40
end 83
ene 32
enf 2
eng 19
enh 1
eni 13
enl 3
enn 4
eno 6
enp 1
enr 3
ens 30
ent 366
enu 3
env 16
enw 1
enz 1
eo- 1
eo_ 1
eoc 1
eod 1
eog 3
eon 2
eop 9
eor 6
eos 1
eou 3
eov 2
ep_ 13
epa 33
epe 7
eph 6
epi 2
epl 2
epo 29
epp 2
epr 4
eps 1
ept 22
epu 4
equ 13
er' 6
er, 52
er- 3
er. 32
er: 1
er; 5
er? 1
er_ 403
era 66
erb 3
erc 26
erd 8
ere 142
erf 4
erg 11
erh 4
eri 62
erj 1
erl 8
erm 21
ern 71
ero 5
erp 3
erq 2
err 10
ers 223
ert 49
eru 3
erv 21
erw 2
ery 18
es' 5
es, 45
es- 2
es. 44
es: 1
es; 1
es_ 321
esc 6
esd 5
ese 115
esh 3
esi 61
esk 1
esm 4
esn 6
eso 5
esp 16
ess 82
est 239
esu 8
esw 1
et' 1
et, 1
et- 1
et. 6
et: 1
et_ 53
eta 13
etb 1
etc 4
ete 18
eth 21
eti 31
eto 2
etp 1
etr 2
ets 34
ett 26
etu 10
etw 9
ety 3
etz 3
eum 1
eur 8
eut 5
eva 3
eve 108
evi 34
evo 3
ew, 3
ew. 1
ew_ 91
ewa 8
ewc 1
ewe 7
ewg 2
ewi 3
ewl 1
ewn 1
ewo 3
ewp 1
ews 29
ex, 1
ex. 1
ex_ 7
exa 15
exc 16
exe 22
exh 2
exi 8
exp 49
ext 25
exx 1
ey' 5
ey, 7
ey- 3
ey. 1
ey_ 80
eyb 1
eye 3
eyf 1
eym 4
eze 1
f,_ 2
f-a 1
f-e 1
f-o 1
f._ 7
f.h 1
f.w 1
f_$ 12
f_( 1
f_0 1
f_1 12
f_2 4
f_3 1
f_4 2
f_5 1
f_6 1
f_7 1
f_9 1
f_` 4
f_a 46
f_b 12
f_c 27
f_d 17
f_e 24
f_f 14
f_g 6
f_h 12
f_i 28
f_j 8
f_k 1
f_l 5
f_m 25
f_n 21
f_o 6
f_p 22
f_q 1
f_r 12
f_s 35
f_t 153
f_u 8
f_v 3
f_w 17
fa_ 1
fab 1
fac 45
fad 1
fai 17
fal 5
fam 3
fan 5
far 15
fas 4
fat 7
fau 6
fav 3
fe, 4
fe. 1
fe: 1
fe_ 2
fea 9
feb 3
fec 5
fed 7
fee 5
fel 13
fen 8
fer 40
fes 4
fet 2
feu 1
few 9
ff, 2
ff- 1
ff. 3
ff_ 18
ffa 3
ffe 41
ffi 35
ffl 1
ffm 1
ffo 5
fib 5
fic 50
fie 16
fif 3
fig 13
fil 27
fin 31
fir 32
fit 6
fiv 10
fix 4
fki 1
fla 8
